Seed,F1,Early_F1,Mid_F1,Late_F1
42,0.6187961985216474,0.6537216828478964,0.5714285714285714,0.6418918918918919
123,0.6057770545158666,0.641287284144427,0.5557710960232783,0.6470588235294118
999,0.6125599833089923,0.654690618762475,0.5586311021640664,0.6179401993355482
