F1,Precision,Recall,AUROC,AUPRC,Threshold,Model
0.5646491051679067,0.6545454545454545,0.49646393210749645,0.9234057779192743,0.5859638230098292,0.2562311557788945,E11-A (Static)
0.6032064128256514,0.6961147086031453,0.5321782178217822,0.9320144388221274,0.6307420267478473,0.23160804020100503,E11-B (Periodic)
0.5988175675675675,0.7431865828092243,0.5014144271570015,0.9274447665643958,0.6230004781954352,0.275929648241206,E11-C (Rolling 30d)
0.5993918662105663,0.6479046836483155,0.5576379066478077,0.9286629418877405,0.622826304269093,0.17743718592964824,E11-D (Recency Weighted)
0.5931198102016607,0.672645739910314,0.5304101838755304,0.9302096648036705,0.6214240926836652,0.22668341708542716,E11-E (Continual Ensemble)
