Precision,Recall,F1,AUROC,AUPRC,Threshold,CM,Model
0.4806265457543281,0.3629007158418923,0.4135485015073594,0.8524126316819762,0.3666359055770837,0.87,"[[87954, 1260], [2047, 1166]]",baseline
0.4762516046213094,0.3464052287581699,0.4010810810810811,0.8453224872047294,0.3517449415517732,0.73,"[[87990, 1224], [2100, 1113]]",baseline
