F1,Precision,Recall,AUROC,AUPRC,FPR,TP,TN,FP,FN,Threshold,TrainTimeSec,InfTimeSec,Label,BestIteration,FeatureSet,NumFeatures
0.5137400116936269,0.5722970039079461,0.46605374823196605,0.9073091683113369,0.5215357768548863,0.012186521830576415,1318,79842,985,1510,0.7634673366834172,5.97,0.0716,E1-A: 31 features,358,31_original,31
0.5321782178217822,0.6386138613861386,0.45615275813295614,0.9171548973693776,0.5499198809550925,0.009031635468345973,1290,80097,730,1538,0.7634673366834172,28.26,0.7182,E1-B: Full features,370,full_no_temporal,431
0.5179419024112398,0.5592455924559245,0.4823196605374823,0.9153665356372839,0.5384082529252519,0.013300011134893043,1364,79752,1075,1464,0.7289949748743719,27.28,0.7296,E1-C: Full + temporal,337,full_with_temporal,439
