F1,Precision,Recall,AUROC,AUPRC,Threshold,TrainTimeSec,Label,NumFeatures
0.7120928491201797,0.7565632458233891,0.6725601131541725,0.9634136866157412,0.7527713840939642,0.8225628140703518,234.93,E3-A: E2-B CatBoost alone (Baseline),483
0.6738759248719408,0.7269750306999591,0.628005657708628,0.9507700838130382,0.7047706072966932,0.8373366834170854,241.7,E3-B: E2-B + T-GAT Card (GRU),547
0.6851238058100995,0.7635810517166449,0.6212871287128713,0.9526208419823582,0.7124295998112589,0.857035175879397,170.53,E3-D: E2-B + T-GAT Card (Attn Only),547
0.696738918180043,0.7780200610553859,0.6308345120226309,0.9538755298852005,0.7238624982253437,0.8521105527638191,226.05,E3-E: E2-B + T-GAT Card (Attn + Decay),547
