Model,Val F1,Val Precision,Val Recall,Val AUROC,Val AUPRC,Val Loss,Params,Train Time (s),Inf Time (s),VRAM (MB),Best Epoch
XGBoost,0.46283367556468175,0.557920792079208,0.3954385964912281,0.8777144211478263,0.46555098168769427,0.33158859610557556,0,6.6207334995269775,0.4655430316925049,0.0,100
Categorical MLP,0.4275774826059456,0.5356576862123613,0.35578947368421054,0.8709002309666587,0.42088592220322324,0.32054734230041504,2564929,28.86945152282715,0.993527889251709,1421.019136,1
