F1,Precision,Recall,AUROC,AUPRC,FPR,Threshold,TrainTimeSec,Label,NumFeatures
0.5902158843335313,0.6708689779378658,0.5268741159830269,0.9355604704577183,0.609312478919118,0.00904400757172727,0.8274874371859297,220.14,E2-A: CatBoost Full Features,431
0.7120928491201797,0.7565632458233891,0.6725601131541725,0.963413568494528,0.7527698879481267,0.007571727269353063,0.8225628140703518,232.85,E2-B: CatBoost + Causal History,483
